,scoredFor,xGF_before,xGF_after,xGA_before,xGA_after,time_before,time_after,anyone_switch,forw_switch,def_switch,us,them,score_dif
636,1,0.0,0.0,0.0,0.0,38.0,34.0,0,0,0,"(8477493.0, 8475760.0, 8474149.0, 8471735.0, 8477932.0)","(8476461.0, 8473512.0, 8474161.0, 8478500.0, 8476906.0)",
637,0,0.0,0.0,0.0,0.0,38.0,0.0,1,1,1,"(8476461.0, 8473512.0, 8474161.0, 8478500.0, 8476906.0)","(8477493.0, 8475760.0, 8474149.0, 8471735.0, 8477932.0)",
638,0,0.0,0.0,0.0702158,0.0,26.0,16.0,0,0,0,"(8477213.0, 8476440.0, 8477353.0, 8475690.0, 8471303.0)","(8473544.0, 8477404.0, 8471675.0, 8475208.0, 8471724.0)",
639,1,0.0702158,0.0,0.0,0.0,0.0,16.0,0,0,1,"(8473544.0, 8477404.0, 8471675.0, 8475208.0, 8471724.0)","(8477213.0, 8476440.0, 8477353.0, 8475690.0, 8471303.0)",
640,1,0.22957519999999998,0.0,0.0,0.00837731,17.0,15.0,0,0,0,"(8477213.0, 8476440.0, 8477353.0, 8477018.0, 8475790.0)","(8475772.0, 8475810.0, 8471887.0, 8476467.0, 8471677.0)",-1.0
641,0,0.0,0.02728035,0.22957519999999998,0.0,17.0,67.0,0,0,0,"(8475772.0, 8475810.0, 8471887.0, 8476467.0, 8471677.0)","(8477213.0, 8476440.0, 8477353.0, 8477018.0, 8475790.0)",1.0
642,1,0.0788533,0.0,0.0,0.0,3.0,34.0,0,0,0,"(8474091.0, 8477213.0, 8477353.0, 8476884.0, 8479442.0)","(8477404.0, 8471215.0, 8474176.0, 8475208.0, 8471677.0)",
643,0,0.0,0.0,0.0788533,0.0,3.0,34.0,0,0,0,"(8477404.0, 8471215.0, 8474176.0, 8475208.0, 8471677.0)","(8474091.0, 8477213.0, 8477353.0, 8476884.0, 8479442.0)",
644,0,0.0,0.0,0.0,0.0,22.0,21.0,0,0,0,"(8474091.0, 8477937.0, 8474849.0, 8477018.0, 8475790.0)","(8471215.0, 8473548.0, 8474176.0, 8476874.0, 8480945.0)",
645,1,0.0,0.0,0.0,0.0,22.0,21.0,0,0,0,"(8471215.0, 8473548.0, 8474176.0, 8476874.0, 8480945.0)","(8474091.0, 8477937.0, 8474849.0, 8477018.0, 8475790.0)",
646,1,0.23033,0.0,0.0,0.0,2.0,6.0,0,0,1,"(8478427.0, 8475907.0, 8476882.0, 8476462.0, 8476958.0)","(8473986.0, 8478519.0, 8478472.0, 8471958.0, 8475167.0)",
647,0,0.0,0.0,0.23033,0.0,2.0,6.0,0,0,0,"(8473986.0, 8478519.0, 8478472.0, 8471958.0, 8475167.0)","(8478427.0, 8475907.0, 8476882.0, 8476462.0, 8476958.0)",
648,0,0.0,0.0,0.0,0.0,0.0,51.0,0,1,0,"(8478027.0, 8480830.0, 8476921.0, 8475753.0, 8475177.0)","(8474870.0, 8476468.0, 8477454.0, 8470601.0, 8479410.0)",
649,1,0.0,0.0,0.0,0.0,39.0,39.0,0,0,0,"(8474870.0, 8476468.0, 8477454.0, 8470601.0, 8479410.0)","(8478027.0, 8480830.0, 8476921.0, 8475753.0, 8475177.0)",
650,1,0.0,0.0,0.0,0.0,5.0,9.0,1,1,1,"(8480039.0, 8477998.0, 8477458.0, 8475753.0, 8475177.0)","(8474870.0, 8474564.0, 8476292.0, 8471873.0, 8475167.0)",
651,0,0.0,0.0,0.0,0.0,0.0,9.0,0,0,0,"(8474870.0, 8474564.0, 8476292.0, 8471873.0, 8475167.0)","(8480039.0, 8477998.0, 8477458.0, 8475753.0, 8475177.0)",
652,0,0.0,0.0,0.0,0.0,24.0,53.0,0,0,0,"(8478440.0, 8478432.0, 8477943.0, 8471769.0, 8471274.0)","(8475798.0, 8475799.0, 8470610.0, 8476463.0, 8474716.0)",
653,1,0.0,0.0,0.0,0.0,24.0,53.0,0,0,0,"(8475798.0, 8475799.0, 8470610.0, 8476463.0, 8474716.0)","(8478440.0, 8478432.0, 8477943.0, 8471769.0, 8471274.0)",
654,0,0.0,0.0,0.0,0.0,14.0,44.0,0,0,0,"(8479343.0, 8474613.0, 8475209.0, 8471769.0, 8471274.0)","(8475745.0, 8470595.0, 8475722.0, 8470600.0, 8476856.0)",
655,1,0.0,0.0,0.0,0.0,15.0,44.0,0,0,0,"(8475745.0, 8470595.0, 8475722.0, 8470600.0, 8476856.0)","(8479343.0, 8474613.0, 8475209.0, 8471769.0, 8471274.0)",
656,0,0.0,0.0,0.1272967,0.0126046,25.0,34.0,0,0,0,"(8477934.0, 8479977.0, 8473473.0, 8474520.0, 8476988.0)","(8477429.0, 8479293.0, 8476392.0, 8474574.0, 8476476.0)",
657,1,0.1272967,0.0126046,0.0,0.0,25.0,34.0,0,0,0,"(8477429.0, 8479293.0, 8476392.0, 8474574.0, 8476476.0)","(8477934.0, 8479977.0, 8473473.0, 8474520.0, 8476988.0)",
658,0,0.0,0.0,0.32913400000000004,0.0,5.0,11.0,0,0,0,"(8470803.0, 8479344.0, 8476915.0, 8474520.0, 8476988.0)","(8477429.0, 8473618.0, 8476392.0, 8474574.0, 8476476.0)",-1.0
659,1,0.32913400000000004,0.0,0.0,0.0,5.0,11.0,0,0,0,"(8477429.0, 8473618.0, 8476392.0, 8474574.0, 8476476.0)","(8470803.0, 8479344.0, 8476915.0, 8474520.0, 8476988.0)",1.0
660,0,0.0,0.35127420000000004,0.0212864,0.0,22.0,37.0,0,0,0,"(8476458.0, 8479465.0, 8479344.0, 8471729.0, 8477498.0)","(8473412.0, 8479339.0, 8477940.0, 8475179.0, 8475279.0)",
661,1,0.0212864,0.0,0.0602017,0.35127420000000004,121.0,37.0,0,0,1,"(8473412.0, 8479339.0, 8477940.0, 8475179.0, 8475279.0)","(8476458.0, 8479465.0, 8479344.0, 8471729.0, 8477498.0)",
662,1,0.0,0.0,0.0,0.0,18.0,9.0,0,0,1,"(8476454.0, 8478402.0, 8476427.0, 8476457.0, 8476472.0)","(8476460.0, 8471218.0, 8478398.0, 8476885.0, 8477504.0)",
663,0,0.0,0.0,0.0,0.0,18.0,62.0,0,0,0,"(8476460.0, 8471218.0, 8478398.0, 8476885.0, 8477504.0)","(8476454.0, 8478402.0, 8476427.0, 8476457.0, 8476472.0)",
664,1,0.0,0.0,0.0,0.0,12.0,28.0,0,0,0,"(8476454.0, 8478402.0, 8479344.0, 8474520.0, 8476988.0)","(8477429.0, 8479293.0, 8476392.0, 8476885.0, 8476476.0)",
665,0,0.0,0.0,0.0,0.0,12.0,28.0,0,0,0,"(8477429.0, 8479293.0, 8476392.0, 8476885.0, 8476476.0)","(8476454.0, 8478402.0, 8479344.0, 8474520.0, 8476988.0)",
666,0,0.0,0.0,0.0,0.0,8.0,33.0,0,0,0,"(8473534.0, 8471743.0, 8479420.0, 8480839.0, 8477499.0)","(8476448.0, 8476539.0, 8475191.0, 8475750.0, 8476779.0)",
667,1,0.0,0.0,0.0,0.0,8.0,22.0,0,1,0,"(8476448.0, 8476539.0, 8475191.0, 8475750.0, 8476779.0)","(8473534.0, 8471743.0, 8479420.0, 8480839.0, 8477499.0)",
668,0,0.0,0.0,0.025998700000000003,0.061023900000000006,0.0,22.0,0,0,0,"(8475170.0, 8479385.0, 8475765.0, 8470151.0, 8474565.0)","(8477503.0, 8477476.0, 8477494.0, 8473507.0, 8473991.0)",
669,1,0.025998700000000003,0.061023900000000006,0.0,0.0,0.0,22.0,0,0,1,"(8477503.0, 8477476.0, 8477494.0, 8473507.0, 8473991.0)","(8475170.0, 8479385.0, 8475765.0, 8470151.0, 8474565.0)",
670,0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,"(8475768.0, 8477964.0, 8475158.0, 8476441.0, 8476892.0)","(8475848.0, 8476479.0, 8475193.0, 8476422.0, 8478454.0)",
671,1,0.0,0.0,0.0,0.0,1.0,11.0,0,0,0,"(8475848.0, 8476479.0, 8475193.0, 8476422.0, 8478454.0)","(8475768.0, 8477964.0, 8475158.0, 8476441.0, 8476892.0)",
672,1,0.417543,0.0,0.0,0.0,1.0,40.0,1,1,1,"(8475184.0, 8476459.0, 8475855.0, 8480145.0, 8476869.0)","(8476905.0, 8475744.0, 8471214.0, 8475200.0, 8474590.0)",0.0
673,0,0.0,0.0,0.417543,0.0,1.0,40.0,0,1,0,"(8476905.0, 8475744.0, 8471214.0, 8475200.0, 8474590.0)","(8475184.0, 8476459.0, 8475855.0, 8480145.0, 8476869.0)",0.0
674,0,0.0,0.0,0.024415799999999998,0.0,2.0,24.0,0,0,0,"(8475727.0, 8479968.0, 8477402.0, 8474090.0, 8476869.0)","(8473563.0, 8471698.0, 8477944.0, 8479482.0, 8474590.0)",
675,1,0.024415799999999998,0.0268746,0.0,0.0,2.0,40.0,0,1,0,"(8473563.0, 8471698.0, 8477944.0, 8479482.0, 8474590.0)","(8475727.0, 8479968.0, 8477402.0, 8474090.0, 8476869.0)",
676,0,0.0,0.0,0.1284805,0.0,22.0,0.0,1,1,1,"(8470638.0, 8473419.0, 8477956.0, 8476891.0, 8476191.0)","(8474150.0, 8473564.0, 8479314.0, 8470966.0, 8474673.0)",
677,1,0.1284805,0.0,0.0,0.113194,22.0,19.0,0,0,1,"(8474150.0, 8473564.0, 8479314.0, 8470966.0, 8474673.0)","(8470638.0, 8473419.0, 8477956.0, 8476891.0, 8476191.0)",
678,0,0.0,0.0,0.35932692000000005,0.034027999999999996,14.0,48.0,0,0,0,"(8475807.0, 8471276.0, 8478498.0, 8465009.0, 8479325.0)","(8477497.0, 8477496.0, 8476346.0, 8478397.0, 8478396.0)",-1.0
679,1,0.35932692000000005,0.018509599999999998,0.0,0.0,14.0,47.0,0,0,0,"(8477497.0, 8477496.0, 8476346.0, 8478397.0, 8478396.0)","(8475807.0, 8471276.0, 8478498.0, 8465009.0, 8479325.0)",1.0
680,0,0.0,0.0,0.034027999999999996,0.00956981,48.0,43.0,0,0,0,"(8476374.0, 8478569.0, 8475780.0, 8478443.0, 8475186.0)","(8478585.0, 8477935.0, 8471707.0, 8479976.0, 8474628.0)",
681,1,0.0155184,0.00956981,0.0,0.0,0.0,43.0,0,0,0,"(8478585.0, 8477935.0, 8471707.0, 8479976.0, 8474628.0)","(8476374.0, 8478569.0, 8475780.0, 8478443.0, 8475186.0)",
682,1,0.0,0.0,0.0,0.0,0.0,22.0,0,0,0,"(8475807.0, 8470638.0, 8471276.0, 8475186.0, 8479325.0)","(8474150.0, 8478512.0, 8479314.0, 8474628.0, 8478396.0)",
683,0,0.0,0.0,0.0,0.0,0.0,22.0,0,0,0,"(8474150.0, 8478512.0, 8479314.0, 8474628.0, 8478396.0)","(8475807.0, 8470638.0, 8471276.0, 8475186.0, 8479325.0)",
684,0,0.0,0.0,0.0,0.0,30.0,36.0,0,0,0,"(8470638.0, 8473419.0, 8477956.0, 8476891.0, 8479325.0)","(8474150.0, 8473564.0, 8479314.0, 8470966.0, 8474673.0)",
685,1,0.0,0.0,0.0,0.0,30.0,25.0,0,0,0,"(8474150.0, 8473564.0, 8479314.0, 8470966.0, 8474673.0)","(8470638.0, 8473419.0, 8477956.0, 8476891.0, 8479325.0)",
686,1,0.0,0.0,0.0,0.0,0.0,19.0,0,0,1,"(8470638.0, 8473419.0, 8477956.0, 8478443.0, 8465009.0)","(8477497.0, 8477496.0, 8476346.0, 8479976.0, 8474628.0)",
687,0,0.0,0.0,0.0,0.0,0.0,19.0,0,0,1,"(8477497.0, 8477496.0, 8476346.0, 8479976.0, 8474628.0)","(8470638.0, 8473419.0, 8477956.0, 8478443.0, 8465009.0)",
688,0,0.0,0.0,0.0,0.0,7.0,40.0,0,0,0,"(8474573.0, 8478445.0, 8471217.0, 8475181.0, 8477506.0)","(8471699.0, 8470616.0, 8480748.0, 8475764.0, 8476312.0)",
689,1,0.0,0.0,0.0,0.0,7.0,40.0,0,0,0,"(8471699.0, 8470616.0, 8480748.0, 8475764.0, 8476312.0)","(8474573.0, 8478445.0, 8471217.0, 8475181.0, 8477506.0)",
690,0,0.0,0.0,0.0,0.0,42.0,0.0,0,0,0,"(8474586.0, 8475314.0, 8475754.0, 8474066.0, 8476429.0)","(8474641.0, 8480031.0, 8480748.0, 8475764.0, 8476312.0)",
691,1,0.0,0.0,0.0,0.0,3.0,0.0,0,0,1,"(8474641.0, 8480031.0, 8480748.0, 8475764.0, 8476312.0)","(8474586.0, 8475314.0, 8475754.0, 8474066.0, 8476429.0)",
692,1,0.0,0.0,0.0,0.0,7.0,30.0,0,1,0,"(8473463.0, 8475231.0, 8477527.0, 8474066.0, 8476429.0)","(8476207.0, 8477010.0, 8476043.0, 8474568.0, 8476854.0)",
693,0,0.0,0.0,0.0,0.0,7.0,30.0,0,1,0,"(8476207.0, 8477010.0, 8476043.0, 8474568.0, 8476854.0)","(8473463.0, 8475231.0, 8477527.0, 8474066.0, 8476429.0)",
694,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,"(8479370.0, 8478420.0, 8476455.0, 8475197.0, 8474013.0)","(8476399.0, 8476474.0, 8475791.0, 8477509.0, 8475222.0)",
695,0,0.0,0.0,0.0,0.0,0.0,47.0,0,1,0,"(8476399.0, 8476474.0, 8475791.0, 8477509.0, 8475222.0)","(8479370.0, 8478420.0, 8476455.0, 8475197.0, 8474013.0)",
696,1,0.0,0.0,0.0,0.0,38.0,41.0,0,0,0,"(8477492.0, 8478420.0, 8476455.0, 8473446.0, 8479398.0)","(8476399.0, 8476474.0, 8477425.0, 8472382.0, 8477509.0)",
697,0,0.0,0.0,0.0,0.0,38.0,47.0,0,0,0,"(8476399.0, 8476474.0, 8477425.0, 8472382.0, 8477509.0)","(8477492.0, 8478420.0, 8476455.0, 8473446.0, 8479398.0)",
698,1,0.222121,0.0,0.0,0.0,3.0,0.0,0,0,1,"(8478439.0, 8476461.0, 8473512.0, 8477462.0, 8477850.0)","(8476310.0, 8474715.0, 8473422.0, 8476850.0, 8478906.0)",
699,0,0.0,0.0,0.23115867,0.0,9.0,0.0,0,0,0,"(8476310.0, 8474715.0, 8473422.0, 8476850.0, 8478906.0)","(8478439.0, 8476461.0, 8473512.0, 8477462.0, 8477850.0)",
700,0,0.0,0.0,0.11418900000000001,0.0,0.0,0.0,0,0,1,"(8474190.0, 8477290.0, 8476872.0, 8477462.0, 8477850.0)","(8477505.0, 8473422.0, 8477407.0, 8476850.0, 8478906.0)",1.0
701,1,0.3111246,0.0,0.0,0.0,15.0,0.0,0,0,1,"(8477505.0, 8473422.0, 8477407.0, 8476850.0, 8478906.0)","(8474190.0, 8477290.0, 8476872.0, 8477462.0, 8477850.0)",-1.0
702,1,0.0341611,0.0,0.0,0.0,20.0,22.0,0,0,1,"(8476461.0, 8473512.0, 8474161.0, 8478500.0, 8476906.0)","(8478550.0, 8474715.0, 8479400.0, 8476850.0, 8478906.0)",
703,0,0.0190906,0.0,0.0341611,0.0,30.0,22.0,0,0,0,"(8478550.0, 8474715.0, 8479400.0, 8476850.0, 8478906.0)","(8476461.0, 8473512.0, 8474161.0, 8478500.0, 8476906.0)",
704,0,0.0,0.0,0.0,0.0,29.0,0.0,0,0,0,"(8476461.0, 8473512.0, 8474161.0, 8478500.0, 8476906.0)","(8478550.0, 8474715.0, 8479400.0, 8476850.0, 8475233.0)",
705,1,0.0,0.0,0.0,0.0,7.0,21.0,0,0,0,"(8478550.0, 8474715.0, 8479400.0, 8476850.0, 8475233.0)","(8476461.0, 8473512.0, 8474161.0, 8478500.0, 8476906.0)",
706,0,0.0,0.0,0.0,0.0,0.0,58.0,0,0,1,"(8474190.0, 8473512.0, 8476872.0, 8477462.0, 8477850.0)","(8478550.0, 8474715.0, 8479400.0, 8478460.0, 8475233.0)",
707,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,"(8478550.0, 8474715.0, 8479400.0, 8478460.0, 8475233.0)","(8474190.0, 8473512.0, 8476872.0, 8477462.0, 8477850.0)",
708,0,0.0,0.0,0.0,0.0,12.0,22.0,0,0,0,"(8478439.0, 8475738.0, 8478067.0, 8477948.0, 8477850.0)","(8477505.0, 8473422.0, 8477407.0, 8478460.0, 8475233.0)",
709,1,0.0,0.0,0.0,0.0,12.0,22.0,0,0,0,"(8477505.0, 8473422.0, 8477407.0, 8478460.0, 8475233.0)","(8478439.0, 8475738.0, 8478067.0, 8477948.0, 8477850.0)",
710,1,0.0,0.0,0.0,0.0,0.0,53.0,0,0,1,"(8478439.0, 8475738.0, 8478067.0, 8478500.0, 8476906.0)","(8477505.0, 8473422.0, 8477407.0, 8478460.0, 8475233.0)",
711,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,"(8477505.0, 8473422.0, 8477407.0, 8478460.0, 8475233.0)","(8478439.0, 8475738.0, 8478067.0, 8478500.0, 8476906.0)",
712,0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,"(8474190.0, 8473512.0, 8474161.0, 8477462.0, 8477850.0)","(8474062.0, 8476981.0, 8477947.0, 8475233.0, 8478906.0)",
713,1,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,"(8474062.0, 8476981.0, 8477947.0, 8475233.0, 8478906.0)","(8474190.0, 8473512.0, 8474161.0, 8477462.0, 8477850.0)",
714,0,0.0,0.0,0.0,0.0,12.0,0.0,0,0,0,"(8476461.0, 8474190.0, 8473512.0, 8474161.0, 8478500.0)","(8476310.0, 8477416.0, 8477947.0, 8476850.0, 8478906.0)",
715,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,"(8476310.0, 8477416.0, 8477947.0, 8476850.0, 8478906.0)","(8476461.0, 8474190.0, 8473512.0, 8474161.0, 8478500.0)",
716,0,0.0,0.00922768,0.129494,0.0,9.0,57.0,0,0,0,"(8476822.0, 8470144.0, 8475324.0, 8468509.0, 8470110.0)","(8474870.0, 8478010.0, 8476826.0, 8476292.0, 8479410.0)",
717,1,0.129494,0.0,0.0,0.0,9.0,30.0,0,0,0,"(8474870.0, 8478010.0, 8476826.0, 8476292.0, 8479410.0)","(8476822.0, 8470144.0, 8475324.0, 8468509.0, 8470110.0)",
718,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,"(8476822.0, 8471794.0, 8471716.0, 8479395.0, 8470110.0)","(8474870.0, 8476453.0, 8476292.0, 8471958.0, 8475167.0)",
719,0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,"(8474870.0, 8476453.0, 8476292.0, 8471958.0, 8475167.0)","(8476822.0, 8471794.0, 8471716.0, 8479395.0, 8470110.0)",
720,0,0.0,0.0,0.0,0.0,0.0,14.0,0,0,0,"(8476822.0, 8471794.0, 8471716.0, 8479395.0, 8470110.0)","(8474870.0, 8474564.0, 8476453.0, 8470601.0, 8479410.0)",
721,1,0.0,0.0,0.0,0.0,38.0,14.0,0,0,0,"(8474870.0, 8474564.0, 8476453.0, 8470601.0, 8479410.0)","(8476822.0, 8471794.0, 8471716.0, 8479395.0, 8470110.0)",
722,1,0.0,0.0,0.0,0.0,0.0,28.0,0,0,0,"(8477500.0, 8478444.0, 8477958.0, 8476884.0, 8479442.0)","(8473412.0, 8479339.0, 8477940.0, 8476885.0, 8477504.0)",
723,0,0.0,0.0,0.0,0.0,0.0,28.0,1,1,1,"(8473412.0, 8479339.0, 8477940.0, 8476885.0, 8477504.0)","(8477500.0, 8478444.0, 8477958.0, 8476884.0, 8479442.0)",
724,0,0.0,0.0,0.0,0.0,14.0,11.0,0,0,0,"(8477213.0, 8476440.0, 8477353.0, 8477018.0, 8475790.0)","(8477429.0, 8479293.0, 8476392.0, 8474574.0, 8476476.0)",
725,1,0.0,0.0,0.0,0.0,14.0,11.0,0,0,1,"(8477429.0, 8479293.0, 8476392.0, 8474574.0, 8476476.0)","(8477213.0, 8476440.0, 8477353.0, 8477018.0, 8475790.0)",
726,0,0.0,0.0,0.0,0.0,8.0,35.0,0,0,0,"(8474091.0, 8477937.0, 8474849.0, 8477018.0, 8475790.0)","(8473412.0, 8479339.0, 8477940.0, 8475279.0, 8470834.0)",
727,1,0.0,0.0,0.0,0.0,8.0,35.0,0,0,1,"(8473412.0, 8479339.0, 8477940.0, 8475279.0, 8470834.0)","(8474091.0, 8477937.0, 8474849.0, 8477018.0, 8475790.0)",
728,1,0.098786,0.0,0.016794299999999998,0.0,8.0,0.0,0,1,0,"(8479343.0, 8474613.0, 8478474.0, 8471274.0, 8477851.0)","(8473604.0, 8480946.0, 8479337.0, 8475430.0, 8480035.0)",0.0
729,0,0.016794299999999998,0.0,0.098786,0.0124102,8.0,40.0,0,0,0,"(8473604.0, 8480946.0, 8479337.0, 8475430.0, 8480035.0)","(8479343.0, 8474613.0, 8478474.0, 8471274.0, 8477851.0)",0.0
730,1,0.0,0.0,0.0,0.0,9.0,0.0,0,0,0,"(8476994.0, 8470755.0, 8473546.0, 8475171.0, 8474218.0)","(8473573.0, 8477401.0, 8470543.0, 8470607.0, 8475430.0)",
731,0,0.0,0.0,0.0,0.0,12.0,42.0,0,0,0,"(8473573.0, 8477401.0, 8470543.0, 8470607.0, 8475430.0)","(8476994.0, 8470755.0, 8473546.0, 8475171.0, 8474218.0)",
732,1,0.0,0.0,0.0,0.0,26.0,27.0,0,0,0,"(8479343.0, 8474613.0, 8478474.0, 8475171.0, 8474218.0)","(8473573.0, 8477401.0, 8470543.0, 8470281.0, 8480035.0)",
733,0,0.0,0.0,0.0,0.0,46.0,27.0,0,0,0,"(8473573.0, 8477401.0, 8470543.0, 8470281.0, 8480035.0)","(8479343.0, 8474613.0, 8478474.0, 8475171.0, 8474218.0)",
734,1,0.0,0.0,0.0,0.0,0.0,38.0,0,0,1,"(8478046.0, 8471276.0, 8478498.0, 8478443.0, 8476891.0)","(8470803.0, 8475178.0, 8476915.0, 8477498.0, 8480803.0)",
735,0,0.0,0.0,0.0,0.0,0.0,38.0,0,0,0,"(8470803.0, 8475178.0, 8476915.0, 8477498.0, 8480803.0)","(8478046.0, 8471276.0, 8478498.0, 8478443.0, 8476891.0)",
736,0,0.0,0.0,0.0,0.0,24.0,41.0,0,0,0,"(8477987.0, 8475780.0, 8470655.0, 8465009.0, 8479325.0)","(8476458.0, 8475178.0, 8479977.0, 8471729.0, 8476457.0)",
737,1,0.0,0.0,0.0,0.0,0.0,28.0,0,1,0,"(8476458.0, 8475178.0, 8479977.0, 8471729.0, 8476457.0)","(8477987.0, 8475780.0, 8470655.0, 8465009.0, 8479325.0)",
738,1,0.0,0.0,0.0,0.0,8.0,65.0,0,0,0,"(8470638.0, 8473419.0, 8477956.0, 8475186.0, 8479325.0)","(8476356.0, 8477934.0, 8476454.0, 8477498.0, 8480803.0)",
739,0,0.0,0.0,0.0,0.0,8.0,46.0,0,0,0,"(8476356.0, 8477934.0, 8476454.0, 8477498.0, 8480803.0)","(8470638.0, 8473419.0, 8477956.0, 8475186.0, 8479325.0)",
740,1,0.4656643,0.029148900000000002,0.0,0.0,4.0,28.0,1,1,1,"(8475231.0, 8473504.0, 8474709.0, 8474066.0, 8476429.0)","(8473453.0, 8479994.0, 8476871.0, 8470602.0, 8480147.0)",0.0
741,0,0.0,0.0,0.4656643,0.029148900000000002,4.0,28.0,1,1,1,"(8473453.0, 8479994.0, 8476871.0, 8470602.0, 8480147.0)","(8475231.0, 8473504.0, 8474709.0, 8474066.0, 8476429.0)",0.0
742,1,0.0,0.0,0.0,0.0,4.0,25.0,0,0,1,"(8473463.0, 8470047.0, 8471217.0, 8474066.0, 8476429.0)","(8470604.0, 8469454.0, 8476871.0, 8474563.0, 8475762.0)",
743,0,0.0,0.0,0.0,0.0,4.0,8.0,0,0,0,"(8470604.0, 8469454.0, 8476871.0, 8474563.0, 8475762.0)","(8473463.0, 8470047.0, 8471217.0, 8474066.0, 8476429.0)",
744,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,"(8475231.0, 8473504.0, 8474709.0, 8475181.0, 8477506.0)","(8478020.0, 8477960.0, 8476871.0, 8470602.0, 8474166.0)",
745,0,0.0,0.0,0.0,0.0,19.0,0.0,0,0,0,"(8478020.0, 8477960.0, 8476871.0, 8470602.0, 8474166.0)","(8475231.0, 8473504.0, 8474709.0, 8475181.0, 8477506.0)",
746,1,0.0,0.0,0.0,0.0,0.0,36.0,0,0,0,"(8474586.0, 8478445.0, 8471217.0, 8474066.0, 8476429.0)","(8478020.0, 8473453.0, 8478455.0, 8470602.0, 8474166.0)",
747,0,0.0,0.0,0.0,0.0,42.0,36.0,0,0,0,"(8478020.0, 8473453.0, 8478455.0, 8470602.0, 8474166.0)","(8474586.0, 8478445.0, 8471217.0, 8474066.0, 8476429.0)",
748,1,0.0,0.0,0.0,0.0,13.0,8.0,0,0,0,"(8479999.0, 8475784.0, 8469506.0, 8476931.0, 8480839.0)","(8480965.0, 8475820.0, 8475834.0, 8475455.0, 8474578.0)",
749,0,0.0,0.0,0.0,0.0,7.0,17.0,1,1,1,"(8480965.0, 8475820.0, 8475834.0, 8475455.0, 8474578.0)","(8479999.0, 8475784.0, 8469506.0, 8476931.0, 8480839.0)",
750,0,0.0,0.0,0.0,0.0,10.0,47.0,0,0,0,"(8471743.0, 8479420.0, 8477839.0, 8474618.0, 8477499.0)","(8474053.0, 8478414.0, 8475169.0, 8474027.0, 8470613.0)",
751,1,0.0,0.0,0.0,0.0,10.0,47.0,0,0,0,"(8474053.0, 8478414.0, 8475169.0, 8474027.0, 8470613.0)","(8471743.0, 8479420.0, 8477839.0, 8474618.0, 8477499.0)",
752,1,0.12905338,0.0,0.0,0.0,4.0,8.0,0,0,1,"(8476456.0, 8476389.0, 8478843.0, 8475755.0, 8475796.0)","(8474189.0, 8475792.0, 8477444.0, 8468498.0, 8474590.0)",0.0
753,0,0.0,0.0,0.12905338,0.0,4.0,8.0,0,0,0,"(8474189.0, 8475792.0, 8477444.0, 8468498.0, 8474590.0)","(8476456.0, 8476389.0, 8478843.0, 8475755.0, 8475796.0)",0.0
754,0,0.0,0.011585999999999999,0.142318,0.0,0.0,15.0,0,0,0,"(8474884.0, 8471426.0, 8477996.0, 8471735.0, 8477932.0)","(8476905.0, 8474189.0, 8475792.0, 8479482.0, 8474590.0)",1.0
755,1,0.142318,0.0,0.0,0.011585999999999999,0.0,15.0,0,0,1,"(8476905.0, 8474189.0, 8475792.0, 8479482.0, 8474590.0)","(8474884.0, 8471426.0, 8477996.0, 8471735.0, 8477932.0)",-1.0
756,1,0.22637600000000002,0.0,0.0,0.0568714,5.0,20.0,0,0,0,"(8474098.0, 8476456.0, 8476389.0, 8475755.0, 8475796.0)","(8474189.0, 8475792.0, 8477444.0, 8479482.0, 8474590.0)",
757,0,0.0,0.0568714,0.22637600000000002,0.0,5.0,20.0,0,0,1,"(8474189.0, 8475792.0, 8477444.0, 8479482.0, 8474590.0)","(8474098.0, 8476456.0, 8476389.0, 8475755.0, 8475796.0)",
758,1,0.2745437,0.0,0.0,0.0,2.0,25.0,0,0,0,"(8478843.0, 8478366.0, 8477955.0, 8471735.0, 8477932.0)","(8476905.0, 8475744.0, 8471214.0, 8471702.0, 8475200.0)",2.0
759,0,0.0,0.0,0.32129470000000004,0.0,32.0,25.0,0,0,0,"(8476905.0, 8475744.0, 8471214.0, 8471702.0, 8475200.0)","(8478843.0, 8478366.0, 8477955.0, 8471735.0, 8477932.0)",-2.0
760,0,0.0,0.0,0.0,0.0,51.0,47.0,0,0,0,"(8478843.0, 8478366.0, 8477955.0, 8477346.0, 8480955.0)","(8474189.0, 8475792.0, 8477944.0, 8477043.0, 8468498.0)",
761,1,0.0,0.0,0.0,0.0,51.0,47.0,0,0,0,"(8474189.0, 8475792.0, 8477944.0, 8477043.0, 8468498.0)","(8478843.0, 8478366.0, 8477955.0, 8477346.0, 8480955.0)",
