,scoredFor,xGF_before,xGF_after,xGA_before,xGA_after,time_before,time_after,anyone_switch,forw_switch,def_switch,us,them,score_dif
9825,0,0.0,0.0,0.0,0.0,21.0,40.0,0,0,0,"(8474250.0, 8476919.0, 8475175.0, 8476879.0, 8478846.0)","(8478010.0, 8476826.0, 8476453.0, 8474611.0, 8480172.0)",
9826,1,0.0,0.0,0.0,0.0,48.0,33.0,0,0,0,"(8478010.0, 8476826.0, 8476453.0, 8470601.0, 8479410.0)","(8476419.0, 8480801.0, 8477407.0, 8476331.0, 8478469.0)",
9827,0,0.0,0.0,0.0,0.0,48.0,33.0,0,0,0,"(8476419.0, 8480801.0, 8477407.0, 8476331.0, 8478469.0)","(8478010.0, 8476826.0, 8476453.0, 8470601.0, 8479410.0)",
9828,1,0.0,0.0,0.0,0.0,14.0,0.0,0,0,0,"(8474564.0, 8478472.0, 8476292.0, 8474151.0, 8478416.0)","(8476207.0, 8478400.0, 8480314.0, 8476331.0, 8478469.0)",
9829,0,0.0,0.0,0.0,0.0,14.0,0.0,0,0,0,"(8476207.0, 8478400.0, 8480314.0, 8476331.0, 8478469.0)","(8474564.0, 8478472.0, 8476292.0, 8474151.0, 8478416.0)",
9830,0,0.0,0.0,0.125554,0.0,0.0,0.0,0,0,1,"(8479370.0, 8474685.0, 8476442.0, 8475197.0, 8474013.0)","(8475768.0, 8476897.0, 8474102.0, 8474125.0, 8474145.0)",
9831,1,0.125554,0.0,0.0,0.0,23.0,45.0,0,0,0,"(8475768.0, 8476897.0, 8474102.0, 8474125.0, 8474145.0)","(8479370.0, 8474685.0, 8476442.0, 8475197.0, 8474013.0)",
9832,0,0.0,0.0,0.0,0.0,14.0,29.0,0,0,0,"(8477021.0, 8477492.0, 8477456.0, 8475197.0, 8474013.0)","(8475170.0, 8475158.0, 8475765.0, 8470151.0, 8476892.0)",
9833,1,0.0,0.0,0.0,0.0,-1157.0,30.0,0,0,0,"(8475170.0, 8475158.0, 8475765.0, 8470151.0, 8476892.0)","(8477021.0, 8477492.0, 8477456.0, 8475197.0, 8474013.0)",
9834,1,0.0,0.0,0.0,0.0,0.0,48.0,0,0,0,"(8474569.0, 8471262.0, 8476455.0, 8475747.0, 8477507.0)","(8475170.0, 8475158.0, 8475765.0, 8470151.0, 8476892.0)",
9835,0,0.0,0.0,0.0,0.0,0.0,48.0,0,0,0,"(8475170.0, 8475158.0, 8475765.0, 8470151.0, 8476892.0)","(8474569.0, 8471262.0, 8476455.0, 8475747.0, 8477507.0)",
9836,1,0.042864599999999996,0.0,0.0,0.0,0.0,44.0,0,0,1,"(8473412.0, 8479293.0, 8476392.0, 8475279.0, 8470834.0)","(8473604.0, 8474141.0, 8476438.0, 8476473.0, 8478055.0)",-1.0
9837,0,0.0,0.0,0.042864599999999996,0.0,0.0,15.0,0,0,0,"(8473604.0, 8474141.0, 8476438.0, 8476473.0, 8478055.0)","(8473412.0, 8479293.0, 8476392.0, 8475279.0, 8470834.0)",1.0
9838,1,0.0270512,0.0,0.0,0.0,2.0,34.0,0,0,0,"(8477429.0, 8478458.0, 8473618.0, 8476885.0, 8476470.0)","(8473573.0, 8478106.0, 8476438.0, 8470607.0, 8478055.0)",
9839,0,0.0,0.0,0.0270512,0.0,2.0,34.0,0,0,0,"(8473573.0, 8478106.0, 8476438.0, 8470607.0, 8478055.0)","(8477429.0, 8478458.0, 8473618.0, 8476885.0, 8476470.0)",
9840,1,0.0,0.0,0.0,0.0,47.0,0.0,0,0,0,"(8477429.0, 8478458.0, 8473618.0, 8475179.0, 8474574.0)","(8473604.0, 8479465.0, 8474141.0, 8470281.0, 8470607.0)",
9841,0,0.0,0.0,0.0,0.0,4.0,0.0,0,1,0,"(8473604.0, 8479465.0, 8474141.0, 8470281.0, 8470607.0)","(8477429.0, 8478458.0, 8473618.0, 8475179.0, 8474574.0)",
9842,0,0.0,0.0,0.0,0.0,0.0,35.0,0,0,0,"(8475763.0, 8479339.0, 8477940.0, 8476885.0, 8476470.0)","(8478440.0, 8479465.0, 8474141.0, 8478055.0, 8476979.0)",
9843,1,0.0,0.0,0.0,0.0,34.0,35.0,0,0,0,"(8478440.0, 8479465.0, 8474141.0, 8478055.0, 8476979.0)","(8475763.0, 8479339.0, 8477940.0, 8476885.0, 8476470.0)",
9844,0,0.0,0.0,0.05222380000000001,0.0,0.0,0.0,0,0,0,"(8477934.0, 8478402.0, 8475178.0, 8471284.0, 8471729.0)","(8475236.0, 8475204.0, 8477949.0, 8475188.0, 8477220.0)",
9845,1,0.05222380000000001,0.0,0.0,0.0,0.0,0.0,0,1,0,"(8475236.0, 8475204.0, 8477949.0, 8475188.0, 8477220.0)","(8477934.0, 8478402.0, 8475178.0, 8471284.0, 8471729.0)",
9846,0,0.0,0.0,0.0,0.0,51.0,67.0,0,0,0,"(8477934.0, 8478402.0, 8475178.0, 8476457.0, 8476472.0)","(8476448.0, 8476539.0, 8475191.0, 8475188.0, 8477220.0)",
9847,1,0.0,0.0,0.0,0.0,51.0,27.0,0,0,0,"(8476448.0, 8476539.0, 8475191.0, 8475188.0, 8477220.0)","(8477934.0, 8478402.0, 8475178.0, 8476457.0, 8476472.0)",
9848,1,0.0,0.0,0.0,0.0,19.0,31.0,0,0,0,"(8477934.0, 8478402.0, 8475178.0, 8471729.0, 8477498.0)","(8476448.0, 8476539.0, 8475191.0, 8475188.0, 8477220.0)",
9849,0,0.0,0.0,0.0,0.0,19.0,54.0,0,1,0,"(8476448.0, 8476539.0, 8475191.0, 8475188.0, 8477220.0)","(8477934.0, 8478402.0, 8475178.0, 8471729.0, 8477498.0)",
9850,1,0.18307,0.0,0.0819649,0.0,17.0,37.0,0,0,1,"(8478585.0, 8477903.0, 8478233.0, 8474774.0, 8478430.0)","(8475726.0, 8479336.0, 8477960.0, 8477073.0, 8480336.0)",0.0
9851,0,0.0819649,0.0,0.18307,0.0,17.0,37.0,0,0,0,"(8475726.0, 8479336.0, 8477960.0, 8477073.0, 8480336.0)","(8478585.0, 8477903.0, 8478233.0, 8474774.0, 8478430.0)",0.0
9852,0,0.0,0.0,0.0858224,0.0,0.0,20.0,1,1,1,"(8476873.0, 8477935.0, 8471707.0, 8480147.0, 8478397.0)","(8470604.0, 8475160.0, 8469454.0, 8474166.0, 8478911.0)",
9853,1,0.0858224,0.0,0.0,0.128078,0.0,40.0,0,0,1,"(8470604.0, 8475160.0, 8469454.0, 8474166.0, 8478911.0)","(8476873.0, 8477935.0, 8471707.0, 8480147.0, 8478397.0)",
9854,1,0.128078,0.010923200000000001,0.0,0.0,20.0,34.0,0,0,0,"(8476873.0, 8477935.0, 8471707.0, 8474774.0, 8478430.0)","(8473453.0, 8470604.0, 8475160.0, 8474166.0, 8478911.0)",
9855,0,0.0,0.0,0.128078,0.010923200000000001,40.0,34.0,0,0,0,"(8473453.0, 8470604.0, 8475160.0, 8474166.0, 8478911.0)","(8476873.0, 8477935.0, 8471707.0, 8474774.0, 8478430.0)",
9856,0,0.0,0.0,0.0623682,0.0,0.0,35.0,0,0,0,"(8477497.0, 8477496.0, 8476346.0, 8479976.0, 8474628.0)","(8471685.0, 8479336.0, 8470606.0, 8474563.0, 8475762.0)",1.0
9857,1,0.0780789,0.0,0.0,0.0,16.0,40.0,0,0,1,"(8471685.0, 8479336.0, 8470606.0, 8474563.0, 8475762.0)","(8477497.0, 8477496.0, 8476346.0, 8479976.0, 8474628.0)",-1.0
9858,1,0.0,0.0,0.0,0.0,41.0,52.0,0,0,0,"(8477497.0, 8476346.0, 8471707.0, 8480147.0, 8478397.0)","(8471685.0, 8480113.0, 8470606.0, 8474563.0, 8475762.0)",
9859,0,0.0,0.0,0.0,0.0,41.0,25.0,0,0,0,"(8471685.0, 8480113.0, 8470606.0, 8474563.0, 8475762.0)","(8477497.0, 8476346.0, 8471707.0, 8480147.0, 8478397.0)",
9860,1,0.0,0.0,0.0,0.0,13.0,22.0,0,0,1,"(8476873.0, 8473564.0, 8471707.0, 8480147.0, 8478397.0)","(8471685.0, 8480113.0, 8470606.0, 8474166.0, 8478911.0)",
9861,0,0.0,0.0,0.0,0.0,13.0,22.0,0,0,1,"(8471685.0, 8480113.0, 8470606.0, 8474166.0, 8478911.0)","(8476873.0, 8473564.0, 8471707.0, 8480147.0, 8478397.0)",
9862,1,0.0,0.0,0.0,0.0,0.0,20.0,0,0,0,"(8478585.0, 8473564.0, 8471707.0, 8480147.0, 8478397.0)","(8478020.0, 8469454.0, 8478455.0, 8474563.0, 8480336.0)",
9863,0,0.0,0.0,0.0,0.0,53.0,54.0,0,0,0,"(8478020.0, 8469454.0, 8478455.0, 8474563.0, 8480336.0)","(8478585.0, 8473564.0, 8471707.0, 8480147.0, 8478397.0)",
9864,1,0.0,0.0,0.0,0.0,6.0,46.0,0,0,0,"(8477903.0, 8471707.0, 8478233.0, 8479976.0, 8474628.0)","(8471685.0, 8469454.0, 8470606.0, 8474563.0, 8480336.0)",
9865,0,0.0,0.0,0.0,0.0,6.0,15.0,1,1,1,"(8471685.0, 8469454.0, 8470606.0, 8474563.0, 8480336.0)","(8477903.0, 8471707.0, 8478233.0, 8479976.0, 8474628.0)",
9866,1,0.0,0.0,0.0,0.0,15.0,31.0,1,1,1,"(8478512.0, 8476873.0, 8476409.0, 8474774.0, 8478430.0)","(8471685.0, 8469454.0, 8470606.0, 8474563.0, 8480336.0)",
9867,0,0.0,0.0,0.0,0.0,21.0,31.0,0,0,0,"(8471685.0, 8469454.0, 8470606.0, 8474563.0, 8480336.0)","(8478512.0, 8476873.0, 8476409.0, 8474774.0, 8478430.0)",
9868,1,0.101511,0.0530639,0.0,0.0,23.0,57.0,0,0,0,"(8474068.0, 8475225.0, 8475798.0, 8475218.0, 8474056.0)","(8479999.0, 8477839.0, nan, 8479268.0, 8480935.0)",
9869,0,0.0,0.0,0.101511,0.0,0.0,0.0,0,0,1,"(8479999.0, 8477839.0, nan, 8479268.0, 8480935.0)","(8474068.0, 8475225.0, 8475798.0, 8475218.0, 8474056.0)",
9870,0,0.0,0.0,0.11739000000000001,0.0,8.0,0.0,0,0,1,"(8476925.0, 8474009.0, 8475766.0, 8475176.0, 8474600.0)","(8475784.0, 8478542.0, 8473449.0, 8480839.0, 8477499.0)",
9871,1,0.11739000000000001,0.0,0.0,0.0,8.0,0.0,1,1,1,"(8475784.0, 8478542.0, 8473449.0, 8480839.0, 8477499.0)","(8476925.0, 8474009.0, 8475766.0, 8475176.0, 8474600.0)",
9872,1,0.0,0.0,0.0,0.0,4.0,30.0,0,0,0,"(8474068.0, 8476925.0, 8475766.0, 8475218.0, 8474056.0)","(8478403.0, 8477933.0, 8475784.0, 8480839.0, 8477499.0)",
9873,0,0.0,0.0,0.0,0.0,0.0,13.0,0,0,0,"(8478403.0, 8477933.0, 8475784.0, 8480839.0, 8477499.0)","(8474068.0, 8476925.0, 8475766.0, 8475218.0, 8474056.0)",
9874,0,0.0,0.0,0.0,0.0,1.0,5.0,0,0,0,"(8474009.0, 8475798.0, 8475766.0, 8475176.0, 8474600.0)","(8475784.0, 8478542.0, 8473449.0, 8476931.0, 8477986.0)",
9875,1,0.0,0.0,0.0,0.0,1.0,5.0,0,0,1,"(8475784.0, 8478542.0, 8473449.0, 8476931.0, 8477986.0)","(8474009.0, 8475798.0, 8475766.0, 8475176.0, 8474600.0)",
9876,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,"(8475793.0, 8476887.0, 8478042.0, 8475218.0, 8474600.0)","(8476293.0, 8469506.0, 8475728.0, 8480839.0, 8477499.0)",
9877,0,0.0,0.0,0.0,0.0,20.0,42.0,0,0,0,"(8476293.0, 8469506.0, 8475728.0, 8480839.0, 8477499.0)","(8475793.0, 8476887.0, 8478042.0, 8475218.0, 8474600.0)",
9878,1,0.01,0.0,0.00623605,0.048426,55.0,46.0,0,0,0,"(8471276.0, 8480901.0, 8478498.0, 8478443.0, 8476792.0)","(8477505.0, 8476432.0, 8477416.0, 8475233.0, 8478906.0)",
9879,0,0.00623605,0.0,0.01,0.0,55.0,0.0,0,0,0,"(8477505.0, 8476432.0, 8477416.0, 8475233.0, 8478906.0)","(8471276.0, 8480901.0, 8478498.0, 8478443.0, 8476792.0)",
9880,1,0.0455093,0.0,0.0,0.0,32.0,29.0,0,0,0,"(8475745.0, 8475780.0, 8475149.0, 8465009.0, 8479325.0)","(8478550.0, 8475168.0, 8474715.0, 8475233.0, 8478906.0)",
9881,0,0.0492474,0.0,0.0455093,0.0,33.0,29.0,0,0,0,"(8478550.0, 8475168.0, 8474715.0, 8475233.0, 8478906.0)","(8475745.0, 8475780.0, 8475149.0, 8465009.0, 8479325.0)",
9882,1,0.0,0.0,0.0,0.0,6.0,29.0,0,0,0,"(8478569.0, 8473419.0, 8477956.0, 8465009.0, 8476191.0)","(8478550.0, 8475168.0, 8474715.0, 8477495.0, 8478460.0)",
9883,0,0.0,0.0,0.0,0.0,51.0,29.0,0,0,0,"(8478550.0, 8475168.0, 8474715.0, 8477495.0, 8478460.0)","(8478569.0, 8473419.0, 8477956.0, 8465009.0, 8476191.0)",
9884,1,0.0,0.0,0.0,0.0,17.0,39.0,0,0,0,"(8471276.0, 8480901.0, 8478498.0, 8465009.0, 8479325.0)","(8477505.0, 8476432.0, 8477416.0, 8476449.0, 8478567.0)",
9885,0,0.0,0.0,0.0,0.0,17.0,39.0,0,0,0,"(8477505.0, 8476432.0, 8477416.0, 8476449.0, 8478567.0)","(8471276.0, 8480901.0, 8478498.0, 8465009.0, 8479325.0)",
9886,1,0.0,0.0,0.0,0.0,34.0,33.0,0,0,0,"(8470638.0, 8473419.0, 8477956.0, 8478443.0, 8476792.0)","(8471273.0, 8474062.0, 8473422.0, 8477495.0, 8478460.0)",
9887,0,0.0,0.0,0.0,0.0,34.0,33.0,0,0,0,"(8471273.0, 8474062.0, 8473422.0, 8477495.0, 8478460.0)","(8470638.0, 8473419.0, 8477956.0, 8478443.0, 8476792.0)",
9888,1,0.0,0.0,0.0,0.0,0.0,44.0,0,0,0,"(8471276.0, 8480901.0, 8478498.0, 8476792.0, 8476191.0)","(8476288.0, 8475168.0, 8476981.0, 8475233.0, 8478906.0)",
9889,0,0.0,0.0,0.0,0.0,0.0,44.0,0,0,0,"(8476288.0, 8475168.0, 8476981.0, 8475233.0, 8478906.0)","(8471276.0, 8480901.0, 8478498.0, 8476792.0, 8476191.0)",
9890,1,0.01,0.0,0.0,0.0,4.0,21.0,1,1,1,"(8468508.0, 8478427.0, 8475799.0, 8476462.0, 8476958.0)","(8475786.0, 8478483.0, 8475166.0, 8468493.0, 8475716.0)",
9891,0,0.0,0.0,0.01,0.0,4.0,40.0,0,1,0,"(8475786.0, 8478483.0, 8475166.0, 8468493.0, 8475716.0)","(8468508.0, 8478427.0, 8475799.0, 8476462.0, 8476958.0)",
9892,1,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,"(8473533.0, 8468508.0, 8475799.0, 8475753.0, 8477845.0)","(8466139.0, 8475172.0, 8477015.0, 8478408.0, 8480157.0)",
9893,0,0.0,0.0,0.0,0.0,59.0,38.0,0,0,0,"(8466139.0, 8475172.0, 8477015.0, 8478408.0, 8480157.0)","(8473533.0, 8468508.0, 8475799.0, 8475753.0, 8477845.0)",
9894,1,0.01,0.0,0.0,0.00665022,13.0,16.0,0,0,1,"(8474564.0, 8476453.0, 8476292.0, 8480172.0, 8470601.0)","(8477503.0, 8476381.0, 8477476.0, 8474818.0, 8479376.0)",
9895,0,0.0,0.00665022,0.01,0.0,13.0,32.0,0,1,0,"(8477503.0, 8476381.0, 8477476.0, 8474818.0, 8479376.0)","(8474564.0, 8476453.0, 8476292.0, 8480172.0, 8470601.0)",
9896,0,0.0,0.0,0.18979000000000001,0.0,0.0,33.0,0,1,0,"(8474564.0, 8478472.0, 8476292.0, 8474151.0, 8478416.0)","(8480829.0, 8470775.0, 8474038.0, 8474818.0, 8477850.0)",
9897,1,0.18979000000000001,0.0,0.0,0.0,3.0,33.0,0,0,0,"(8480829.0, 8470775.0, 8474038.0, 8474818.0, 8477850.0)","(8474564.0, 8478472.0, 8476292.0, 8474151.0, 8478416.0)",
9898,1,0.0,0.0,0.0,0.0,23.0,27.0,0,0,1,"(8476468.0, 8476975.0, 8477454.0, 8474151.0, 8478416.0)","(8475738.0, 8476469.0, 8477494.0, 8474818.0, 8477850.0)",
9899,0,0.0,0.0,0.0,0.0,23.0,61.0,0,0,0,"(8475738.0, 8476469.0, 8477494.0, 8474818.0, 8477850.0)","(8476468.0, 8476975.0, 8477454.0, 8474151.0, 8478416.0)",
9900,0,0.0,0.0,0.0,0.0,16.0,20.0,0,0,0,"(8478010.0, 8476826.0, 8476453.0, 8471873.0, 8474151.0)","(8475738.0, 8476469.0, 8475193.0, 8470642.0, 8473507.0)",
9901,1,0.0,0.0,0.0,0.0,3.0,38.0,0,0,0,"(8475738.0, 8476469.0, 8475193.0, 8470642.0, 8473507.0)","(8478010.0, 8476826.0, 8476453.0, 8471873.0, 8474151.0)",
9902,0,0.0,0.0,0.0,0.0,32.0,0.0,1,1,1,"(8473986.0, 8478519.0, 8474564.0, 8474151.0, 8478416.0)","(8477503.0, 8476381.0, 8477476.0, 8470642.0, 8479376.0)",
9903,1,0.0,0.0,0.0,0.0,32.0,0.0,1,1,1,"(8477503.0, 8476381.0, 8477476.0, 8470642.0, 8479376.0)","(8473986.0, 8478519.0, 8474564.0, 8474151.0, 8478416.0)",
9904,0,0.0,0.0,0.0,0.0,10.0,14.0,0,0,1,"(8473986.0, 8478519.0, 8478472.0, 8480172.0, 8479410.0)","(8477503.0, 8476381.0, 8477476.0, 8474818.0, 8477850.0)",
9905,1,0.0,0.0,0.0,0.0,10.0,14.0,0,0,0,"(8477503.0, 8476381.0, 8477476.0, 8474818.0, 8477850.0)","(8473986.0, 8478519.0, 8478472.0, 8480172.0, 8479410.0)",
9906,1,0.100975,0.00814462,0.035246999999999994,0.0,39.0,22.0,0,0,0,"(8477404.0, 8473548.0, 8471675.0, 8474602.0, 8471677.0)","(8477946.0, 8477511.0, 8477479.0, 8479425.0, 8468509.0)",-1.0
9907,0,0.035246999999999994,0.0,0.100975,0.00814462,39.0,22.0,0,0,0,"(8477946.0, 8477511.0, 8477479.0, 8479425.0, 8468509.0)","(8477404.0, 8473548.0, 8471675.0, 8474602.0, 8471677.0)",1.0
9908,0,0.0,0.0,0.0,0.0,0.0,19.0,0,0,0,"(8477404.0, 8471675.0, 8475810.0, 8477969.0, 8475790.0)","(8471794.0, 8477946.0, 8477479.0, 8468509.0, 8477474.0)",
9909,1,0.0,0.0,0.0,0.0,0.0,19.0,0,0,0,"(8471794.0, 8477946.0, 8477479.0, 8468509.0, 8477474.0)","(8477404.0, 8471675.0, 8475810.0, 8477969.0, 8475790.0)",
9910,0,0.0,0.0,0.0,0.0,6.0,0.0,0,0,1,"(8478866.0, 8477404.0, 8471675.0, 8477969.0, 8475790.0)","(8477946.0, 8477511.0, 8477479.0, 8478176.0, 8479425.0)",
9911,1,0.0,0.0,0.0,0.0,6.0,29.0,0,0,0,"(8477946.0, 8477511.0, 8477479.0, 8478176.0, 8479425.0)","(8478866.0, 8477404.0, 8471675.0, 8477969.0, 8475790.0)",
9912,0,0.0,0.030693900000000003,0.2885032,0.0,1.0,24.0,0,0,1,"(8473412.0, 8475763.0, 8479339.0, 8475179.0, 8474574.0)","(8476437.0, 8470610.0, 8475722.0, 8470600.0, 8474688.0)",0.0
9913,1,0.2885032,0.0,0.0,0.030693900000000003,1.0,24.0,0,0,0,"(8476437.0, 8470610.0, 8475722.0, 8470600.0, 8474688.0)","(8473412.0, 8475763.0, 8479339.0, 8475179.0, 8474574.0)",0.0
9914,0,0.0,0.0,0.105894,0.0123496,0.0,43.0,0,0,1,"(8473412.0, 8475763.0, 8479339.0, 8475279.0, 8470834.0)","(8470595.0, 8470610.0, 8475722.0, 8470600.0, 8474716.0)",
9915,1,0.105894,0.0123496,0.0,0.0,0.0,37.0,1,1,1,"(8470595.0, 8470610.0, 8475722.0, 8470600.0, 8474716.0)","(8473412.0, 8475763.0, 8479339.0, 8475279.0, 8470834.0)",
9916,0,0.0,0.0,0.027057599999999998,0.0,0.0,19.0,0,0,0,"(8473412.0, 8475763.0, 8471218.0, 8475179.0, 8474574.0)","(8477987.0, 8476437.0, 8477942.0, 8476463.0, 8476779.0)",
9917,1,0.1633256,0.0,0.0,0.0,23.0,19.0,0,0,0,"(8477987.0, 8476437.0, 8477942.0, 8476463.0, 8476779.0)","(8473412.0, 8475763.0, 8471218.0, 8475179.0, 8474574.0)",
9918,0,0.0,0.0,0.0,0.0,5.0,32.0,0,0,1,"(8476460.0, 8471218.0, 8478398.0, 8476885.0, 8476470.0)","(8478493.0, 8479316.0, 8478413.0, 8470600.0, 8474716.0)",
9919,1,0.0,0.0,0.0,0.0,5.0,32.0,0,0,0,"(8478493.0, 8479316.0, 8478413.0, 8470600.0, 8474716.0)","(8476460.0, 8471218.0, 8478398.0, 8476885.0, 8476470.0)",
9920,0,0.0,0.0,0.0,0.0,0.0,14.0,0,0,0,"(8478458.0, 8476460.0, 8473618.0, 8475179.0, 8474574.0)","(8478493.0, 8476806.0, 8475220.0, 8474688.0, 8476372.0)",
9921,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,"(8478493.0, 8476806.0, 8475220.0, 8474688.0, 8476372.0)","(8478458.0, 8476460.0, 8473618.0, 8475179.0, 8474574.0)",
9922,0,0.0,0.0,0.0380135,0.0,23.0,35.0,0,0,0,"(8477451.0, 8474161.0, 8476872.0, 8477948.0, 8478500.0)","(8477450.0, 8475794.0, 8471228.0, 8473933.0, 8476166.0)",
9923,1,0.0380135,0.0,0.0,0.0,23.0,35.0,0,0,1,"(8477450.0, 8475794.0, 8471228.0, 8473933.0, 8476166.0)","(8477451.0, 8474161.0, 8476872.0, 8477948.0, 8478500.0)",
9924,1,0.0,0.0,0.0,0.0,0.0,28.0,0,0,1,"(8478439.0, 8479974.0, 8478067.0, 8477948.0, 8478500.0)","(8477450.0, 8475794.0, 8471228.0, 8480036.0, 8471392.0)",
9925,0,0.0,0.0,0.0,0.0,23.0,28.0,0,0,0,"(8477450.0, 8475794.0, 8471228.0, 8480036.0, 8471392.0)","(8478439.0, 8479974.0, 8478067.0, 8477948.0, 8478500.0)",
9926,0,0.0,0.0,0.0,0.0,0.0,10.0,0,0,1,"(8476461.0, 8473512.0, 8474037.0, 8477462.0, 8476906.0)","(8476889.0, 8471699.0, 8471260.0, 8475906.0, 8476902.0)",
9927,1,0.0,0.0,0.0,0.0,0.0,10.0,0,0,0,"(8476889.0, 8471699.0, 8471260.0, 8475906.0, 8476902.0)","(8476461.0, 8473512.0, 8474037.0, 8477462.0, 8476906.0)",
9928,0,0.0,0.0,0.0,0.0,10.0,23.0,0,0,0,"(8477451.0, 8474161.0, 8476872.0, 8477462.0, 8476906.0)","(8477450.0, 8475794.0, 8471228.0, 8480036.0, 8471392.0)",
9929,1,0.0,0.0,0.0,0.0,10.0,23.0,0,0,1,"(8477450.0, 8475794.0, 8471228.0, 8480036.0, 8471392.0)","(8477451.0, 8474161.0, 8476872.0, 8477462.0, 8476906.0)",
9930,1,0.121119,0.0,0.0,0.0,10.0,11.0,0,0,0,"(8474040.0, 8476454.0, 8473473.0, 8471284.0, 8476988.0)","(8474569.0, 8471262.0, 8477456.0, 8473446.0, 8479398.0)",
9931,0,0.0,0.0,0.121119,0.0,25.0,11.0,0,0,0,"(8474569.0, 8471262.0, 8477456.0, 8473446.0, 8479398.0)","(8474040.0, 8476454.0, 8473473.0, 8471284.0, 8476988.0)",
9932,1,0.06953530000000001,0.0,0.09815510000000001,0.187877,41.0,24.0,0,0,0,"(8474040.0, 8476454.0, 8473473.0, 8471729.0, 8477498.0)","(8474569.0, 8471262.0, 8477456.0, 8473446.0, 8474013.0)",
9933,0,0.0,0.187877,0.06953530000000001,0.0,30.0,24.0,0,0,0,"(8474569.0, 8471262.0, 8477456.0, 8473446.0, 8474013.0)","(8474040.0, 8476454.0, 8473473.0, 8471729.0, 8477498.0)",
9934,0,0.0,0.0,0.0,0.0,0.0,40.0,0,0,0,"(8477934.0, 8476427.0, 8475178.0, 8471284.0, 8476988.0)","(8479370.0, 8474685.0, 8475268.0, 8475197.0, 8477507.0)",
9935,1,0.0,0.0,0.0,0.0,32.0,40.0,0,0,0,"(8479370.0, 8474685.0, 8475268.0, 8475197.0, 8477507.0)","(8477934.0, 8476427.0, 8475178.0, 8471284.0, 8476988.0)",
9936,0,0.0,0.0,0.0,0.0,0.0,21.0,0,0,1,"(8474040.0, 8476454.0, 8473473.0, 8471284.0, 8476988.0)","(8477021.0, 8473544.0, 8476442.0, 8475197.0, 8473446.0)",
9937,1,0.0,0.0,0.0,0.0,0.0,21.0,0,0,0,"(8477021.0, 8473544.0, 8476442.0, 8475197.0, 8473446.0)","(8474040.0, 8476454.0, 8473473.0, 8471284.0, 8476988.0)",
9938,0,0.0,0.0,0.0,0.0,33.0,42.0,0,0,0,"(8477934.0, 8478402.0, 8475178.0, 8476457.0, 8476472.0)","(8474569.0, 8471262.0, 8474685.0, 8475197.0, 8474013.0)",
9939,1,0.0,0.0,0.0,0.0,0.0,90.0,0,0,0,"(8474569.0, 8471262.0, 8474685.0, 8475197.0, 8474013.0)","(8477934.0, 8478402.0, 8475178.0, 8476457.0, 8476472.0)",
9940,0,0.0,0.0,0.0,0.0,20.0,0.0,0,0,0,"(8477934.0, 8478402.0, 8475178.0, 8471729.0, 8477498.0)","(8477021.0, 8477492.0, 8476455.0, 8475197.0, 8477507.0)",
9941,1,0.0,0.0,0.0,0.0,20.0,0.0,0,0,0,"(8477021.0, 8477492.0, 8476455.0, 8475197.0, 8477507.0)","(8477934.0, 8478402.0, 8475178.0, 8471729.0, 8477498.0)",
9942,0,0.0,0.0,0.0,0.0,21.0,62.0,0,0,0,"(8476454.0, 8475163.0, 8473473.0, 8471729.0, 8477498.0)","(8479370.0, 8477413.0, 8475268.0, 8475197.0, 8477507.0)",
9943,1,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,"(8479370.0, 8477413.0, 8475268.0, 8475197.0, 8477507.0)","(8476454.0, 8475163.0, 8473473.0, 8471729.0, 8477498.0)",
9944,0,0.094929,0.0,0.28994200000000003,0.193667,17.0,22.0,0,0,0,"(8470794.0, 8474053.0, 8478414.0, 8478136.0, 8470613.0)","(8477500.0, 8470626.0, 8476871.0, 8471303.0, 8473415.0)",0.0
9945,1,0.28994200000000003,0.193667,0.094929,0.0,17.0,22.0,0,0,0,"(8477500.0, 8470626.0, 8476871.0, 8471303.0, 8473415.0)","(8470794.0, 8474053.0, 8478414.0, 8478136.0, 8470613.0)",0.0
9946,1,0.037705300000000004,0.0210051,0.0,0.0,0.0,24.0,0,0,0,"(8466138.0, 8478099.0, 8475834.0, 8475455.0, 8475841.0)","(8480012.0, 8478444.0, 8476466.0, 8477018.0, 8480800.0)",
9947,0,0.0,0.0,0.037705300000000004,0.0210051,13.0,24.0,0,0,0,"(8480012.0, 8478444.0, 8476466.0, 8477018.0, 8480800.0)","(8466138.0, 8478099.0, 8475834.0, 8475455.0, 8475841.0)",
9948,0,0.0,0.0,0.0,0.0,17.0,51.0,0,0,0,"(8470794.0, 8474053.0, 8478414.0, 8471709.0, 8475841.0)","(8477500.0, 8470626.0, 8476871.0, 8471303.0, 8473415.0)",
9949,1,0.0,0.0,0.0,0.0,10.0,0.0,1,1,1,"(8477500.0, 8470626.0, 8476871.0, 8471303.0, 8473415.0)","(8470794.0, 8474053.0, 8478414.0, 8471709.0, 8475841.0)",
